ID,Start time,Completion time,Email,Name,Gender,Level/Year,Age,Your cumulative average (GPA),Before COVID-19: Which of the following digital tools do you usually use?,After COVID-19: Which of the following digital tools do you usually use?,Before COVID-19: How much time do you spend using the digital tools in learning?,After COVID-19: How much time do you spend using the digital tools in learning?,"Before COVID-19: I always use digital tools (mobile, laptop, i-pad) in studying.","After COVID-19: I always use digital tools (mobile, laptop, i-pad) in studying.","Before COVID-19: When I use the mobile phone, tablet or laptop in e-learning, I cannot concentrate and I am distracted.","After COVID-19: When I use the mobile phone, tablet or laptop in e-learning, I cannot concentrate and I am distracted.",Before COVID-19: I have fixed hours for bedtime and wake-up. ,After COVID-19: I have fixed hours for bedtime and wake-up. ,"Before COVID-19: Prolonged use of digital tools for learning (mobile, laptop, i-pad) affected my sleeping habits.","After COVID-19: Prolonged use of digital tools for learning (mobile, laptop, i-pad) affected my sleeping habits.",Before COVID-19: Continuous exposure to electronic screens in online learning is tiring and exhausting,After COVID-19: Continuous exposure to electronic screens in online learning is tiring and exhausting,"The distance learning system, caused by the COVID-19 epidemic, resulted in social distancing.","Prolonged use of digital tools (mobile, laptop, i-pad) causes students’ isolation ",University learning contributes to strengthening the social personality of students.,Staying home for long periods of time leads to lethargy and laziness.,"Prolonged use of e-learning tools often leads to boredom, nervousness, and tension.",The psychological element is a key factor in the success of the educational process.,"Some students cannot afford buying all necessary digital tools, which is embarrassing and frustrating.",I don’t recommend continuing with the online learning model because it is socially and psychologically unhealthy.,"Measures of lockdown, closures, and quarantine, brought by COVID-19 caused stress, frustration, and depression.",Use of digital learning tools is responsible for my low academic performance.,"The volume of assignments via e-learning led to confusion, frustration and poor performance. ",Face-to-face interaction contributes significantly to boosting students’ academic achievement.,Taking quizzes and exams online from home was not comfortable and made me nervous.
664,6/17/20 21:03:39,6/17/20 21:06:42,anonymous,,Female,Second/ Sophomore,18-24,80-89 / 3-3.49,Mobile phone,Mobile phone,1-3 ,6-9,Agree,Disagree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,"Agree	","Agree	","Agree	",Strongly Agree,Uncertain,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree
665,6/17/20 21:17:02,6/17/20 21:19:40,anonymous,,Female,Fourth/Senior,18-24,70-79 / 2.5-299,Mobile phone,Mobile phone,6-9,6-9,Strongly Agree,Strongly Agree,Uncertain,Uncertain,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,"Agree	","Agree	","Agree	","Agree	",Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree
666,6/17/20 21:36:43,6/17/20 21:39:36,anonymous,,Female,First/Freshman,18-24,70-79 / 2.5-299,Mobile phone,Mobile phone,+12,9-12,Disagree,Strongly Agree,Uncertain,Uncertain,Agree,Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Uncertain,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
667,6/17/20 21:41:30,6/17/20 21:44:29,anonymous,,Female,Other,18-24,+90 / +3.5,Mobile phone,Laptop,1-3 ,3-6,Disagree,Agree,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,"Agree	","Agree	",Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
668,6/17/20 21:39:45,6/17/20 21:44:30,anonymous,,Female,Second/ Sophomore,18-24,80-89 / 3-3.49,Mobile phone,Mobile phone,1-3 ,3-6,Uncertain,Agree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Uncertain,Agree,"Agree	","Agree	",Strongly Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Uncertain,Agree,Agree
669,6/17/20 21:50:36,6/17/20 21:53:24,anonymous,,Male,Second/ Sophomore,18-24,70-79 / 2.5-299,Mobile phone,Mobile phone,1-3 ,1-3 ,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Strongly Agree,"Agree	","Uncertain	","Uncertain	",Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
670,6/17/20 22:12:10,6/17/20 22:15:17,anonymous,,Female,Fourth/Senior,18-24,80-89 / 3-3.49,Mobile phone,Mobile phone,3-6,9-12,Uncertain,Strongly Agree,Uncertain,Uncertain,Agree,Disagree,Disagree,Strongly Agree,Uncertain,Strongly Agree,"Agree	","Uncertain	",Disagree,"Agree	",Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Disagree,Agree,Disagree
671,6/17/20 22:09:53,6/17/20 22:17:00,anonymous,,Female,Third/Junior,18-24,70-79 / 2.5-299,Mobile phone,Mobile phone,6-9,9-12,Uncertain,Strongly Agree,Agree,Agree,Strongly Agree,Disagree,Agree,Agree,Strongly Agree,Strongly Agree,"Agree	",Strongly Agree,"Agree	",Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Strongly Disagree
672,6/17/20 22:57:32,6/17/20 23:01:26,anonymous,,Male,Second/ Sophomore,18-24,80-89 / 3-3.49,I pad/ Tablet,Laptop,1-3 ,9-12,Uncertain,Agree,Agree,Agree,Strongly Agree,Disagree,Agree,Uncertain,Uncertain,Agree,"Agree	","Uncertain	","Uncertain	","Agree	",Agree,Agree,Uncertain,Uncertain,Agree,Uncertain,Uncertain,Uncertain,Uncertain
673,6/17/20 23:01:44,6/17/20 23:02:56,anonymous,,Male,Third/Junior,25-30,70-79 / 2.5-299,Mobile phone,I pad/ Tablet,3-6,6-9,Agree,Strongly Agree,Uncertain,Agree,Uncertain,Uncertain,Agree,Agree,Uncertain,Agree,"Uncertain	","Agree	","Uncertain	",Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree
674,6/17/20 23:03:12,6/17/20 23:04:03,anonymous,,Male,Third/Junior,18-24,80-89 / 3-3.49,Personal Computer,Laptop,1-3 ,3-6,Agree,Agree,Agree,Agree,Agree,Uncertain,Uncertain,Uncertain,Agree,Agree,"Uncertain	","Agree	","Agree	","Agree	",Agree,Agree,Uncertain,Agree,Agree,Agree,Agree,Agree,Uncertain
675,6/17/20 23:06:32,6/17/20 23:07:23,anonymous,,Male,Third/Junior,18-24,70-79 / 2.5-299,I pad/ Tablet,Laptop,1-3 ,6-9,Uncertain,Agree,Uncertain,Agree,Agree,Uncertain,Agree,Agree,Agree,Uncertain,Strongly Agree,"Agree	","Uncertain	","Uncertain	",Uncertain,Agree,Uncertain,Agree,Agree,Agree,Uncertain,Uncertain,Uncertain
676,6/17/20 23:07:30,6/17/20 23:08:31,anonymous,,Male,Fourth/Senior,18-24,70-79 / 2.5-299,I pad/ Tablet,Mobile phone,3-6,6-9,Agree,Uncertain,Uncertain,Agree,Uncertain,Uncertain,Agree,Disagree,Agree,Agree,"Uncertain	","Agree	","Uncertain	",Strongly Agree,Uncertain,Uncertain,Agree,Agree,Agree,Agree,Agree,Agree,Agree
677,6/17/20 23:08:51,6/17/20 23:09:44,anonymous,,Male,First/Freshman,18-24,+90 / +3.5,Personal Computer,Laptop,3-6,9-12,Agree,Agree,Agree,Agree,Uncertain,Uncertain,Uncertain,Agree,Strongly Agree,Strongly Agree,"Uncertain	","Agree	","Agree	","Agree	",Uncertain,Agree,Uncertain,Agree,Uncertain,Agree,Agree,Agree,Agree
678,6/17/20 23:10:09,6/17/20 23:11:05,anonymous,,Male,Second/ Sophomore,25-30,70-79 / 2.5-299,Mobile phone,Laptop,3-6,6-9,Uncertain,Agree,Agree,Strongly Agree,Agree,Uncertain,Agree,Agree,Agree,Agree,"Agree	","Agree	","Uncertain	","Agree	",Agree,Uncertain,Uncertain,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree
679,6/17/20 23:28:07,6/17/20 23:29:28,anonymous,,Male,Third/Junior,18-24,70-79 / 2.5-299,Laptop,Laptop,3-6,+12,Agree,Agree,Agree,Agree,Uncertain,Disagree,Uncertain,Uncertain,Uncertain,Agree,"Uncertain	","Agree	","Uncertain	","Agree	",Agree,Agree,Agree,Uncertain,Agree,Agree,Agree,Agree,Uncertain
680,6/18/20 0:31:53,6/18/20 0:37:48,anonymous,,Female,Fourth/Senior,18-24,60-69 / 2-2.49,Mobile phone,Mobile phone,1-3 ,6-9,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,"Agree	","Agree	",Strongly Agree,Agree,Agree,Agree,Uncertain,Agree,Disagree,Strongly Agree,Agree,Agree
681,6/18/20 0:46:55,6/18/20 1:03:16,anonymous,,Female,Second/ Sophomore,18-24,80-89 / 3-3.49,Mobile phone,Mobile phone,1-3 ,3-6,Agree,Strongly Agree,Uncertain,Agree,Agree,Strongly Agree,Uncertain,Agree,Agree,Agree,Strongly Agree,"Uncertain	","Agree	","Agree	",Uncertain,Strongly Agree,Agree,Agree,Strongly Agree,Uncertain,Agree,Agree,Uncertain
682,6/18/20 1:18:15,6/18/20 1:25:29,anonymous,,Female,Second/ Sophomore,18-24,70-79 / 2.5-299,Mobile phone,Mobile phone,1-3 ,3-6,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,"Uncertain	",Strongly Agree,"Uncertain	","Agree	",Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Uncertain,Agree,Agree,Agree
683,6/18/20 3:03:00,6/18/20 3:09:29,anonymous,,Female,Third/Junior,18-24,70-79 / 2.5-299,Mobile phone,Mobile phone,3-6,3-6,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Agree,Uncertain,Uncertain,Disagree,Disagree,Disagree,Strongly Disagree,,Disagree,Disagree,Strongly Agree,Uncertain,Disagree,Disagree,Disagree,Strongly Agree,Disagree,Strongly Disagree
684,6/18/20 6:27:13,6/18/20 6:31:48,anonymous,,Female,First/Freshman,18-24,+90 / +3.5,Other,Laptop,1-3 ,9-12,Disagree,Strongly Agree,Agree,Agree,Strongly Agree,Uncertain,Uncertain,Strongly Agree,Strongly Agree,Strongly Agree,"Agree	",Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
685,6/18/20 16:25:59,6/18/20 16:32:57,anonymous,,Female,Second/ Sophomore,18-24,+90 / +3.5,Mobile phone,Laptop,1-3 ,3-6,Agree,Strongly Agree,Disagree,Disagree,Agree,Agree,Uncertain,Uncertain,Uncertain,Uncertain,Disagree,"Uncertain	","Uncertain	","Uncertain	",Disagree,Disagree,Strongly Agree,Disagree,Uncertain,Uncertain,Agree,Uncertain,Disagree
686,6/19/20 1:37:01,6/19/20 1:38:51,anonymous,,Male,Third/Junior,25-30,70-79 / 2.5-299,Mobile phone,Laptop,1-3 ,3-6,Uncertain,Agree,Uncertain,Uncertain,Strongly Agree,Disagree,Agree,Agree,Strongly Agree,Strongly Agree,"Agree	","Agree	","Uncertain	","Uncertain	",Uncertain,Agree,Agree,Agree,Uncertain,Uncertain,Agree,Strongly Agree,Strongly Agree
687,6/20/20 21:39:11,6/20/20 21:42:44,anonymous,,Female,Other,18-24,80-89 / 3-3.49,Mobile phone,Laptop,1-3 ,1-3 ,Uncertain,Uncertain,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,"Agree	",Strongly Agree,Agree,Strongly Agree,Strongly Agree,Uncertain,Agree,Strongly Agree,Agree,Agree,Uncertain
688,6/20/20 21:38:59,6/20/20 21:43:20,anonymous,,Female,Second/ Sophomore,18-24,70-79 / 2.5-299,Mobile phone,Laptop,6-9,9-12,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Disagree,"Agree	","Agree	","Agree	","Agree	",Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Disagree
689,6/20/20 21:43:18,6/20/20 21:46:33,anonymous,,Female,Fourth/Senior,18-24,80-89 / 3-3.49,Mobile phone,Mobile phone,1-3 ,6-9,Strongly Disagree,Uncertain,Strongly Disagree,Strongly Disagree,Strongly Agree,Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,"Uncertain	",Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Disagree
690,6/20/20 21:44:46,6/20/20 21:47:30,anonymous,,Female,Second/ Sophomore,18-24,70-79 / 2.5-299,Mobile phone,Mobile phone,1-3 ,3-6,Agree,Agree,Agree,Agree,Agree,Strongly Disagree,Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
691,6/20/20 21:41:55,6/20/20 21:48:25,anonymous,,Female,Other,18-24,70-79 / 2.5-299,Mobile phone,Mobile phone,3-6,3-6,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Disagree,Disagree,"Agree	",Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree
692,6/20/20 21:44:34,6/20/20 21:48:50,anonymous,,Female,Fourth/Senior,18-24,+90 / +3.5,Mobile phone,Mobile phone,1-3 ,1-3 ,Disagree,Agree,Agree,Agree,Strongly Agree,Uncertain,Uncertain,Uncertain,Agree,Agree,"Uncertain	","Agree	","Agree	",Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Uncertain
693,6/20/20 21:45:11,6/20/20 21:48:53,anonymous,,Female,Fourth/Senior,18-24,80-89 / 3-3.49,Mobile phone,Laptop,1-3 ,6-9,Disagree,Strongly Agree,Agree,Strongly Agree,Agree,Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
694,6/20/20 21:46:00,6/20/20 21:49:13,anonymous,,Female,Second/ Sophomore,18-24,70-79 / 2.5-299,Mobile phone,Mobile phone,3-6,6-9,Strongly Agree,Strongly Agree,Uncertain,Strongly Agree,Strongly Agree,Strongly Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,"Agree	",Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
695,6/20/20 21:46:41,6/20/20 21:49:35,anonymous,,Female,Third/Junior,18-24,+90 / +3.5,Mobile phone,Mobile phone,1-3 ,3-6,Uncertain,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,"Agree	",Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Uncertain,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
696,6/20/20 21:47:30,6/20/20 21:50:07,anonymous,,Female,Third/Junior,18-24,80-89 / 3-3.49,Mobile phone,Mobile phone,3-6,9-12,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree
697,6/20/20 21:46:01,6/20/20 21:50:21,anonymous,,Female,Second/ Sophomore,18-24,70-79 / 2.5-299,Mobile phone,Mobile phone,1-3 ,3-6,Uncertain,Agree,Strongly Agree,Uncertain,Agree,Strongly Agree,Disagree,Strongly Agree,Disagree,Strongly Agree,"Agree	","Agree	",Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Uncertain,Strongly Agree,Strongly Agree
698,6/20/20 21:47:28,6/20/20 21:50:52,anonymous,,Female,Fourth/Senior,18-24,60-69 / 2-2.49,Laptop,Laptop,1-3 ,1-3 ,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,"Uncertain	",Strongly Agree,Uncertain,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree
699,6/20/20 21:47:39,6/20/20 21:51:00,anonymous,,Female,Third/Junior,18-24,+90 / +3.5,Mobile phone,Mobile phone,1-3 ,3-6,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,"Agree	","Agree	","Agree	",Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree
700,6/20/20 21:48:09,6/20/20 21:51:53,anonymous,,Female,Third/Junior,18-24,80-89 / 3-3.49,Mobile phone,Mobile phone,1-3 ,3-6,Agree,Strongly Agree,Agree,Agree,Agree,Strongly Disagree,Disagree,Disagree,Agree,Agree,"Agree	","Agree	","Uncertain	",Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Uncertain,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Disagree
701,6/20/20 21:48:12,6/20/20 21:52:24,anonymous,,Female,Second/ Sophomore,18-24,+90 / +3.5,Mobile phone,Mobile phone,3-6,6-9,Strongly Agree,Strongly Agree,Uncertain,Uncertain,Strongly Agree,Disagree,Uncertain,Agree,Uncertain,Agree,"Uncertain	","Agree	","Agree	","Agree	",Agree,Strongly Agree,Agree,Uncertain,Strongly Agree,Agree,Disagree,Agree,Disagree
702,6/20/20 21:47:28,6/20/20 21:53:40,anonymous,,Female,Third/Junior,18-24,60-69 / 2-2.49,Mobile phone,Mobile phone,1-3 ,3-6,Agree,Strongly Agree,Uncertain,Agree,Uncertain,Strongly Agree,Disagree,Strongly Agree,Agree,Strongly Agree,"Agree	",Strongly Agree,"Agree	",Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Uncertain,Strongly Agree,Disagree,Uncertain,Agree,Agree
703,6/20/20 21:52:52,6/20/20 21:55:06,anonymous,,Female,Fourth/Senior,18-24,70-79 / 2.5-299,Laptop,Laptop,1-3 ,6-9,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree
704,6/20/20 21:51:42,6/20/20 21:55:13,anonymous,,Female,Second/ Sophomore,25-30,70-79 / 2.5-299,Mobile phone,Mobile phone,9-12,+12,Agree,Agree,Agree,Agree,Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,"Agree	",Disagree,"Agree	",Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree
705,6/20/20 21:52:14,6/20/20 21:55:25,anonymous,,Female,First/Freshman,18-24,80-89 / 3-3.49,Laptop,Laptop,3-6,3-6,Agree,Agree,Uncertain,Uncertain,Strongly Agree,Uncertain,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
706,6/20/20 21:53:03,6/20/20 21:56:16,anonymous,,Female,Second/ Sophomore,18-24,80-89 / 3-3.49,Laptop,Mobile phone,3-6,1-3 ,Uncertain,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Uncertain,Strongly Agree,Uncertain,Strongly Agree,"Agree	",Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Uncertain
707,6/20/20 21:53:13,6/20/20 21:56:21,anonymous,,Female,Fourth/Senior,18-24,70-79 / 2.5-299,Mobile phone,Mobile phone,1-3 ,9-12,Disagree,Strongly Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Strongly Agree,Strongly Agree,"Agree	","Agree	",Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree
708,6/20/20 21:53:07,6/20/20 21:56:38,anonymous,,Female,Other,18-24,80-89 / 3-3.49,Mobile phone,Mobile phone,3-6,9-12,Strongly Agree,Strongly Agree,Agree,Agree,Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,"Uncertain	","Uncertain	","Agree	","Agree	",Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
709,6/20/20 21:52:54,6/20/20 21:56:43,anonymous,,Male,Fourth/Senior,18-24,80-89 / 3-3.49,Mobile phone,Mobile phone,1-3 ,3-6,Strongly Disagree,Strongly Agree,Uncertain,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Uncertain,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree
710,6/20/20 21:53:51,6/20/20 21:57:49,anonymous,,Female,Other,18-24,70-79 / 2.5-299,Mobile phone,Personal Computer,3-6,6-9,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Uncertain,Agree,Strongly Agree,Agree,Strongly Agree,"Agree	",Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
711,6/20/20 21:53:57,6/20/20 21:57:56,anonymous,,Male,Fourth/Senior,18-24,70-79 / 2.5-299,Other,Mobile phone,1-3 ,1-3 ,Agree,Strongly Agree,Uncertain,Uncertain,Agree,Agree,Uncertain,Agree,Agree,Strongly Agree,"Agree	",Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
712,6/20/20 21:55:40,6/20/20 21:58:17,anonymous,,Female,Fourth/Senior,25-30,80-89 / 3-3.49,Mobile phone,Laptop,1-3 ,3-6,Uncertain,Agree,Agree,Strongly Disagree,Agree,Disagree,Agree,Disagree,Agree,Strongly Agree,"Agree	",Strongly Agree,"Agree	",Strongly Agree,Agree,Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Disagree
713,6/20/20 21:56:19,6/20/20 21:59:27,anonymous,,Female,Fourth/Senior,18-24,70-79 / 2.5-299,Mobile phone,Mobile phone,3-6,3-6,Uncertain,Uncertain,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,"Agree	",Strongly Agree,"Agree	","Agree	",Agree,Agree,Agree,Agree,Strongly Agree,Uncertain,Agree,Uncertain,Uncertain
714,6/20/20 21:57:26,6/20/20 22:00:38,anonymous,,Female,Second/ Sophomore,18-24,80-89 / 3-3.49,Mobile phone,Mobile phone,1-3 ,+12,Strongly Disagree,Strongly Agree,Uncertain,Strongly Agree,Strongly Agree,Strongly Disagree,Uncertain,Strongly Agree,Agree,Strongly Agree,"Agree	",Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
715,6/20/20 21:56:38,6/20/20 22:00:59,anonymous,,Female,Third/Junior,18-24,80-89 / 3-3.49,Mobile phone,Mobile phone,1-3 ,1-3 ,Uncertain,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Disagree,Uncertain,Uncertain,Disagree,Strongly Agree,Disagree,Disagree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Uncertain,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree
716,6/20/20 21:58:13,6/20/20 22:01:19,anonymous,,Female,Fourth/Senior,18-24,70-79 / 2.5-299,Mobile phone,Mobile phone,1-3 ,6-9,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Uncertain,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree
717,6/20/20 22:00:20,6/20/20 22:01:24,anonymous,,Male,First/Freshman,18-24,+90 / +3.5,Mobile phone,Laptop,3-6,6-9,Uncertain,Agree,Uncertain,Disagree,Uncertain,Disagree,Uncertain,Agree,Agree,Agree,"Uncertain	","Agree	","Uncertain	","Agree	",Uncertain,Agree,Uncertain,Agree,Uncertain,Agree,Strongly Agree,Agree,Agree
718,6/20/20 21:57:37,6/20/20 22:02:58,anonymous,,Female,Fourth/Senior,18-24,70-79 / 2.5-299,Mobile phone,Laptop,1-3 ,3-6,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Disagree,Disagree,Agree,Disagree,Agree,"Uncertain	","Uncertain	","Agree	",Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Uncertain,Agree,Strongly Agree,Agree,Strongly Agree,Disagree
719,6/20/20 22:03:36,6/20/20 22:05:02,anonymous,,Female,Fourth/Senior,18-24,80-89 / 3-3.49,Mobile phone,Laptop,1-3 ,3-6,Uncertain,Uncertain,Uncertain,Uncertain,Uncertain,Uncertain,Uncertain,Uncertain,Uncertain,Uncertain,"Uncertain	","Agree	","Agree	","Agree	",Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree
720,6/20/20 22:01:27,6/20/20 22:05:30,anonymous,,Female,First/Freshman,18-24,80-89 / 3-3.49,Laptop,Laptop,3-6,3-6,Strongly Agree,Strongly Agree,Disagree,Disagree,Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,"Agree	",Strongly Agree,"Agree	",Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree
721,6/20/20 22:01:42,6/20/20 22:06:47,anonymous,,Male,Third/Junior,18-24,70-79 / 2.5-299,Mobile phone,Mobile phone,6-9,1-3 ,Strongly Disagree,Strongly Agree,Strongly Agree,Uncertain,Strongly Agree,Strongly Disagree,Uncertain,Strongly Agree,Uncertain,Strongly Agree,"Agree	",Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree
722,6/20/20 22:04:20,6/20/20 22:07:26,anonymous,,Female,Fourth/Senior,18-24,80-89 / 3-3.49,Mobile phone,Mobile phone,1-3 ,1-3 ,Agree,Strongly Agree,Uncertain,Agree,Uncertain,Uncertain,Agree,Strongly Agree,Strongly Agree,Strongly Agree,"Agree	",Strongly Agree,"Agree	",Strongly Agree,Agree,Strongly Agree,Agree,Uncertain,Strongly Agree,Uncertain,Agree,Strongly Agree,Uncertain
